Level	Date and Time	User	Category	Description	
Information	10/07/2013 17:00:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63684 logoff.	
Information	10/07/2013 17:00:42	administrator	System	Data Forwarding: 172.18.14.53:63684 is disconnected.	
Information	10/07/2013 17:00:32	administrator	System	Data Forwarding: 172.18.14.53:61741 is connected.	
Information	10/07/2013 17:00:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61741 failed to pass authorization.	
Information	10/07/2013 17:00:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61741 logoff.	
Information	10/07/2013 17:00:32	administrator	System	Data Forwarding: 172.18.14.53:61741 is disconnected.	
Information	10/07/2013 17:00:22	administrator	System	Data Forwarding: 172.18.14.53:59941 is connected.	
Information	10/07/2013 17:00:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59941 failed to pass authorization.	
Information	10/07/2013 17:00:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59941 logoff.	
Information	10/07/2013 17:00:22	administrator	System	Data Forwarding: 172.18.14.53:59941 is disconnected.	
Information	10/07/2013 17:00:12	administrator	System	Data Forwarding: 172.18.14.53:58183 is connected.	
Information	10/07/2013 17:00:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:58183 failed to pass authorization.	
Information	10/07/2013 17:00:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:58183 logoff.	
Information	10/07/2013 17:00:12	administrator	System	Data Forwarding: 172.18.14.53:58183 is disconnected.	
Information	10/07/2013 17:00:02	administrator	System	Data Forwarding: 172.18.14.53:56302 is connected.	
Information	10/07/2013 17:00:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56302 failed to pass authorization.	
Information	10/07/2013 17:00:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56302 logoff.	
Information	10/07/2013 17:00:02	administrator	System	Data Forwarding: 172.18.14.53:56302 is disconnected.	
Information	10/07/2013 16:59:52	administrator	System	Data Forwarding: 172.18.14.53:54376 is connected.	
Information	10/07/2013 16:59:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54376 failed to pass authorization.	
Information	10/07/2013 16:59:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54376 logoff.	
Information	10/07/2013 16:59:52	administrator	System	Data Forwarding: 172.18.14.53:54376 is disconnected.	
Information	10/07/2013 16:59:42	administrator	System	Data Forwarding: 172.18.14.53:52545 is connected.	
Information	10/07/2013 16:59:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52545 failed to pass authorization.	
Information	10/07/2013 16:59:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52545 logoff.	
Information	10/07/2013 16:59:42	administrator	System	Data Forwarding: 172.18.14.53:52545 is disconnected.	
Information	10/07/2013 16:59:32	administrator	System	Data Forwarding: 172.18.14.53:50737 is connected.	
Information	10/07/2013 16:59:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50737 failed to pass authorization.	
Information	10/07/2013 16:59:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50737 logoff.	
Information	10/07/2013 16:59:32	administrator	System	Data Forwarding: 172.18.14.53:50737 is disconnected.	
Information	10/07/2013 16:59:22	administrator	System	Data Forwarding: 172.18.14.53:65451 is connected.	
Information	10/07/2013 16:59:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65451 failed to pass authorization.	
Information	10/07/2013 16:59:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65451 logoff.	
Information	10/07/2013 16:59:22	administrator	System	Data Forwarding: 172.18.14.53:65451 is disconnected.	
Information	10/07/2013 16:59:12	administrator	System	Data Forwarding: 172.18.14.53:63581 is connected.	
Information	10/07/2013 16:59:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63581 failed to pass authorization.	
Information	10/07/2013 16:59:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63581 logoff.	
Information	10/07/2013 16:59:12	administrator	System	Data Forwarding: 172.18.14.53:63581 is disconnected.	
Information	10/07/2013 16:59:02	administrator	System	Data Forwarding: 172.18.14.53:61724 is connected.	
Information	10/07/2013 16:59:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61724 failed to pass authorization.	
Information	10/07/2013 16:59:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61724 logoff.	
Information	10/07/2013 16:59:02	administrator	System	Data Forwarding: 172.18.14.53:61724 is disconnected.	
Information	10/07/2013 16:58:52	administrator	System	Data Forwarding: 172.18.14.53:59950 is connected.	
Information	10/07/2013 16:58:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59950 failed to pass authorization.	
Information	10/07/2013 16:58:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59950 logoff.	
Information	10/07/2013 16:58:52	administrator	System	Data Forwarding: 172.18.14.53:59950 is disconnected.	
Information	10/07/2013 16:58:42	administrator	System	Data Forwarding: 172.18.14.53:58144 is connected.	
Information	10/07/2013 16:58:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:58144 failed to pass authorization.	
Information	10/07/2013 16:58:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:58144 logoff.	
Information	10/07/2013 16:58:42	administrator	System	Data Forwarding: 172.18.14.53:58144 is disconnected.	
Information	10/07/2013 16:58:32	administrator	System	Data Forwarding: 172.18.14.53:56673 is connected.	
Information	10/07/2013 16:58:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56673 failed to pass authorization.	
Information	10/07/2013 16:58:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56673 logoff.	
Information	10/07/2013 16:58:32	administrator	System	Data Forwarding: 172.18.14.53:56673 is disconnected.	
Information	10/07/2013 16:58:22	administrator	System	Data Forwarding: 172.18.14.53:55616 is connected.	
Information	10/07/2013 16:58:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55616 failed to pass authorization.	
Information	10/07/2013 16:58:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55616 logoff.	
Information	10/07/2013 16:58:22	administrator	System	Data Forwarding: 172.18.14.53:55616 is disconnected.	
Information	10/07/2013 16:58:12	administrator	System	Data Forwarding: 172.18.14.53:53814 is connected.	
Information	10/07/2013 16:58:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53814 failed to pass authorization.	
Information	10/07/2013 16:58:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53814 logoff.	
Information	10/07/2013 16:58:12	administrator	System	Data Forwarding: 172.18.14.53:53814 is disconnected.	
Information	10/07/2013 16:58:02	administrator	System	Data Forwarding: 172.18.14.53:53003 is connected.	
Information	10/07/2013 16:58:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53003 failed to pass authorization.	
Information	10/07/2013 16:58:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53003 logoff.	
Information	10/07/2013 16:58:02	administrator	System	Data Forwarding: 172.18.14.53:53003 is disconnected.	
Information	10/07/2013 16:57:52	administrator	System	Data Forwarding: 172.18.14.53:51423 is connected.	
Information	10/07/2013 16:57:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51423 failed to pass authorization.	
Information	10/07/2013 16:57:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51423 logoff.	
Information	10/07/2013 16:57:52	administrator	System	Data Forwarding: 172.18.14.53:51423 is disconnected.	
Information	10/07/2013 16:57:42	administrator	System	Data Forwarding: 172.18.14.53:65316 is connected.	
Information	10/07/2013 16:57:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65316 failed to pass authorization.	
Information	10/07/2013 16:57:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65316 logoff.	
Information	10/07/2013 16:57:42	administrator	System	Data Forwarding: 172.18.14.53:65316 is disconnected.	
Information	10/07/2013 16:57:32	administrator	System	Data Forwarding: 172.18.14.53:63414 is connected.	
Information	10/07/2013 16:57:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63414 failed to pass authorization.	
Information	10/07/2013 16:57:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63414 logoff.	
Information	10/07/2013 16:57:32	administrator	System	Data Forwarding: 172.18.14.53:63414 is disconnected.	
Information	10/07/2013 16:57:22	administrator	System	Data Forwarding: 172.18.14.53:61510 is connected.	
Information	10/07/2013 16:57:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61510 failed to pass authorization.	
Information	10/07/2013 16:57:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61510 logoff.	
Information	10/07/2013 16:57:22	administrator	System	Data Forwarding: 172.18.14.53:61510 is disconnected.	
Information	10/07/2013 16:57:12	administrator	System	Data Forwarding: 172.18.14.53:59525 is connected.	
Information	10/07/2013 16:57:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59525 failed to pass authorization.	
Information	10/07/2013 16:57:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59525 logoff.	
Information	10/07/2013 16:57:12	administrator	System	Data Forwarding: 172.18.14.53:59525 is disconnected.	
Information	10/07/2013 16:57:02	administrator	System	Data Forwarding: 172.18.14.53:57596 is connected.	
Information	10/07/2013 16:57:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57596 failed to pass authorization.	
Information	10/07/2013 16:57:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57596 logoff.	
Information	10/07/2013 16:57:02	administrator	System	Data Forwarding: 172.18.14.53:57596 is disconnected.	
Information	10/07/2013 16:56:52	administrator	System	Data Forwarding: 172.18.14.53:55661 is connected.	
Information	10/07/2013 16:56:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55661 failed to pass authorization.	
Information	10/07/2013 16:56:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55661 logoff.	
Information	10/07/2013 16:56:52	administrator	System	Data Forwarding: 172.18.14.53:55661 is disconnected.	
Information	10/07/2013 16:56:42	administrator	System	Data Forwarding: 172.18.14.53:53748 is connected.	
Information	10/07/2013 16:56:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53748 failed to pass authorization.	
Information	10/07/2013 16:56:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53748 logoff.	
Information	10/07/2013 16:56:42	administrator	System	Data Forwarding: 172.18.14.53:53748 is disconnected.	
Information	10/07/2013 16:56:32	administrator	System	Data Forwarding: 172.18.14.53:51787 is connected.	
Information	10/07/2013 16:56:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51787 failed to pass authorization.	
Information	10/07/2013 16:56:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51787 logoff.	
Information	10/07/2013 16:56:32	administrator	System	Data Forwarding: 172.18.14.53:51787 is disconnected.	
Information	10/07/2013 16:56:22	administrator	System	Data Forwarding: 172.18.14.53:50053 is connected.	
Information	10/07/2013 16:56:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50053 failed to pass authorization.	
Information	10/07/2013 16:56:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50053 logoff.	
Information	10/07/2013 16:56:22	administrator	System	Data Forwarding: 172.18.14.53:50053 is disconnected.	
Information	10/07/2013 16:56:12	administrator	System	Data Forwarding: 172.18.14.53:64924 is connected.	
Information	10/07/2013 16:56:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64924 failed to pass authorization.	
Information	10/07/2013 16:56:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64924 logoff.	
Information	10/07/2013 16:56:12	administrator	System	Data Forwarding: 172.18.14.53:64924 is disconnected.	
Information	10/07/2013 16:56:02	administrator	System	Data Forwarding: 172.18.14.53:63077 is connected.	
Information	10/07/2013 16:56:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63077 failed to pass authorization.	
Information	10/07/2013 16:56:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63077 logoff.	
Information	10/07/2013 16:56:02	administrator	System	Data Forwarding: 172.18.14.53:63077 is disconnected.	
Information	10/07/2013 16:55:52	administrator	System	Data Forwarding: 172.18.14.53:61169 is connected.	
Information	10/07/2013 16:55:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61169 failed to pass authorization.	
Information	10/07/2013 16:55:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61169 logoff.	
Information	10/07/2013 16:55:52	administrator	System	Data Forwarding: 172.18.14.53:61169 is disconnected.	
Information	10/07/2013 16:55:42	administrator	System	Data Forwarding: 172.18.14.53:59491 is connected.	
Information	10/07/2013 16:55:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59491 failed to pass authorization.	
Information	10/07/2013 16:55:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59491 logoff.	
Information	10/07/2013 16:55:42	administrator	System	Data Forwarding: 172.18.14.53:59491 is disconnected.	
Information	10/07/2013 16:55:32	administrator	System	Data Forwarding: 172.18.14.53:57647 is connected.	
Information	10/07/2013 16:55:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57647 failed to pass authorization.	
Information	10/07/2013 16:55:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57647 logoff.	
Information	10/07/2013 16:55:32	administrator	System	Data Forwarding: 172.18.14.53:57647 is disconnected.	
Information	10/07/2013 16:55:22	administrator	System	Data Forwarding: 172.18.14.53:55750 is connected.	
Information	10/07/2013 16:55:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55750 failed to pass authorization.	
Information	10/07/2013 16:55:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55750 logoff.	
Information	10/07/2013 16:55:22	administrator	System	Data Forwarding: 172.18.14.53:55750 is disconnected.	
Information	10/07/2013 16:55:12	administrator	System	Data Forwarding: 172.18.14.53:53995 is connected.	
Information	10/07/2013 16:55:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53995 failed to pass authorization.	
Information	10/07/2013 16:55:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53995 logoff.	
Information	10/07/2013 16:55:12	administrator	System	Data Forwarding: 172.18.14.53:53995 is disconnected.	
Information	10/07/2013 16:55:02	administrator	System	Data Forwarding: 172.18.14.53:52133 is connected.	
Information	10/07/2013 16:55:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52133 failed to pass authorization.	
Information	10/07/2013 16:55:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52133 logoff.	
Information	10/07/2013 16:55:02	administrator	System	Data Forwarding: 172.18.14.53:52133 is disconnected.	
Information	10/07/2013 16:54:52	administrator	System	Data Forwarding: 172.18.14.53:50405 is connected.	
Information	10/07/2013 16:54:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50405 failed to pass authorization.	
Information	10/07/2013 16:54:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50405 logoff.	
Information	10/07/2013 16:54:52	administrator	System	Data Forwarding: 172.18.14.53:50405 is disconnected.	
Information	10/07/2013 16:54:42	administrator	System	Data Forwarding: 172.18.14.53:65045 is connected.	
Information	10/07/2013 16:54:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65045 failed to pass authorization.	
Information	10/07/2013 16:54:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65045 logoff.	
Information	10/07/2013 16:54:42	administrator	System	Data Forwarding: 172.18.14.53:65045 is disconnected.	
Information	10/07/2013 16:54:32	administrator	System	Data Forwarding: 172.18.14.53:63210 is connected.	
Information	10/07/2013 16:54:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63210 failed to pass authorization.	
Information	10/07/2013 16:54:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63210 logoff.	
Information	10/07/2013 16:54:32	administrator	System	Data Forwarding: 172.18.14.53:63210 is disconnected.	
Information	10/07/2013 16:54:22	administrator	System	Data Forwarding: 172.18.14.53:61387 is connected.	
Information	10/07/2013 16:54:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61387 failed to pass authorization.	
Information	10/07/2013 16:54:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61387 logoff.	
Information	10/07/2013 16:54:22	administrator	System	Data Forwarding: 172.18.14.53:61387 is disconnected.	
Information	10/07/2013 16:54:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59557 failed to pass authorization.	
Information	10/07/2013 16:54:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59557 logoff.	
Information	10/07/2013 16:54:12	administrator	System	Data Forwarding: 172.18.14.53:59557 is disconnected.	
Information	10/07/2013 16:54:11	administrator	System	Data Forwarding: 172.18.14.53:59557 is connected.	
Information	10/07/2013 16:54:02	administrator	System	Data Forwarding: 172.18.14.53:57864 is connected.	
Information	10/07/2013 16:54:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57864 failed to pass authorization.	
Information	10/07/2013 16:54:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57864 logoff.	
Information	10/07/2013 16:54:02	administrator	System	Data Forwarding: 172.18.14.53:57864 is disconnected.	
Information	10/07/2013 16:53:52	administrator	System	Data Forwarding: 172.18.14.53:56042 is connected.	
Information	10/07/2013 16:53:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56042 failed to pass authorization.	
Information	10/07/2013 16:53:52	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:56042 logoff.	
Information	10/07/2013 16:53:52	administrator	System	Data Forwarding: 172.18.14.53:56042 is disconnected.	
Information	10/07/2013 16:53:42	administrator	System	Data Forwarding: 172.18.14.53:54152 is connected.	
Information	10/07/2013 16:53:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54152 failed to pass authorization.	
Information	10/07/2013 16:53:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54152 logoff.	
Information	10/07/2013 16:53:42	administrator	System	Data Forwarding: 172.18.14.53:54152 is disconnected.	
Information	10/07/2013 16:53:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52398 failed to pass authorization.	
Information	10/07/2013 16:53:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52398 logoff.	
Information	10/07/2013 16:53:32	administrator	System	Data Forwarding: 172.18.14.53:52398 is disconnected.	
Information	10/07/2013 16:53:31	administrator	System	Data Forwarding: 172.18.14.53:52398 is connected.	
Information	10/07/2013 16:53:22	administrator	System	Data Forwarding: 172.18.14.53:50591 is connected.	
Information	10/07/2013 16:53:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50591 failed to pass authorization.	
Information	10/07/2013 16:53:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50591 logoff.	
Information	10/07/2013 16:53:22	administrator	System	Data Forwarding: 172.18.14.53:50591 is disconnected.	
Information	10/07/2013 16:53:11	administrator	System	Data Forwarding: 172.18.14.53:65201 is connected.	
Information	10/07/2013 16:53:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65201 failed to pass authorization.	
Information	10/07/2013 16:53:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:65201 logoff.	
Information	10/07/2013 16:53:11	administrator	System	Data Forwarding: 172.18.14.53:65201 is disconnected.	
Information	10/07/2013 16:53:01	administrator	System	Data Forwarding: 172.18.14.53:63290 is connected.	
Information	10/07/2013 16:53:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63290 failed to pass authorization.	
Information	10/07/2013 16:53:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63290 logoff.	
Information	10/07/2013 16:53:01	administrator	System	Data Forwarding: 172.18.14.53:63290 is disconnected.	
Information	10/07/2013 16:52:51	administrator	System	Data Forwarding: 172.18.14.53:61358 is connected.	
Information	10/07/2013 16:52:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61358 failed to pass authorization.	
Information	10/07/2013 16:52:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61358 logoff.	
Information	10/07/2013 16:52:51	administrator	System	Data Forwarding: 172.18.14.53:61358 is disconnected.	
Information	10/07/2013 16:52:41	administrator	System	Data Forwarding: 172.18.14.53:59535 is connected.	
Information	10/07/2013 16:52:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59535 failed to pass authorization.	
Information	10/07/2013 16:52:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59535 logoff.	
Information	10/07/2013 16:52:41	administrator	System	Data Forwarding: 172.18.14.53:59535 is disconnected.	
Information	10/07/2013 16:52:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57734 failed to pass authorization.	
Information	10/07/2013 16:52:32	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57734 logoff.	
Information	10/07/2013 16:52:32	administrator	System	Data Forwarding: 172.18.14.53:57734 is disconnected.	
Information	10/07/2013 16:52:31	administrator	System	Data Forwarding: 172.18.14.53:57734 is connected.	
Information	10/07/2013 16:52:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55981 failed to pass authorization.	
Information	10/07/2013 16:52:22	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55981 logoff.	
Information	10/07/2013 16:52:22	administrator	System	Data Forwarding: 172.18.14.53:55981 is disconnected.	
Information	10/07/2013 16:52:21	administrator	System	Data Forwarding: 172.18.14.53:55981 is connected.	
Information	10/07/2013 16:52:12	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54219 logoff.	
Information	10/07/2013 16:52:12	administrator	System	Data Forwarding: 172.18.14.53:54219 is disconnected.	
Information	10/07/2013 16:52:11	administrator	System	Data Forwarding: 172.18.14.53:54219 is connected.	
Information	10/07/2013 16:52:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54219 failed to pass authorization.	
Information	10/07/2013 16:52:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52329 logoff.	
Information	10/07/2013 16:52:02	administrator	System	Data Forwarding: 172.18.14.53:52329 is disconnected.	
Information	10/07/2013 16:52:01	administrator	System	Data Forwarding: 172.18.14.53:52329 is connected.	
Information	10/07/2013 16:52:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52329 failed to pass authorization.	
Information	10/07/2013 16:51:51	administrator	System	Data Forwarding: 172.18.14.53:50394 is connected.	
Information	10/07/2013 16:51:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50394 failed to pass authorization.	
Information	10/07/2013 16:51:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50394 logoff.	
Information	10/07/2013 16:51:51	administrator	System	Data Forwarding: 172.18.14.53:50394 is disconnected.	
Information	10/07/2013 16:51:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64913 failed to pass authorization.	
Information	10/07/2013 16:51:42	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64913 logoff.	
Information	10/07/2013 16:51:42	administrator	System	Data Forwarding: 172.18.14.53:64913 is disconnected.	
Information	10/07/2013 16:51:41	administrator	System	Data Forwarding: 172.18.14.53:64913 is connected.	
Information	10/07/2013 16:51:31	administrator	System	Data Forwarding: 172.18.14.53:63172 is connected.	
Information	10/07/2013 16:51:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63172 failed to pass authorization.	
Information	10/07/2013 16:51:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63172 logoff.	
Information	10/07/2013 16:51:31	administrator	System	Data Forwarding: 172.18.14.53:63172 is disconnected.	
Information	10/07/2013 16:51:21	administrator	System	Data Forwarding: 172.18.14.53:61323 is connected.	
Information	10/07/2013 16:51:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61323 failed to pass authorization.	
Information	10/07/2013 16:51:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61323 logoff.	
Information	10/07/2013 16:51:21	administrator	System	Data Forwarding: 172.18.14.53:61323 is disconnected.	
Information	10/07/2013 16:51:11	administrator	System	Data Forwarding: 172.18.14.53:59576 is connected.	
Information	10/07/2013 16:51:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59576 failed to pass authorization.	
